started_at,ended_at,start_station_name,start_station_id,end_station_name,end_station_id,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,duration_minutes,day_of_week,hour_of_day,month,year,distance_km,speed_km_h,duration_category,is_rush_hour,is_weekend,season,distance_category,is_round_trip,speed_category
2020-03-18 07:06:32.567,2020-03-18 07:10:50.105,Sofienbergparken nordvest,493.0,Søndre gate,385.0,59.9243639,10.7615858,59.918632,10.757867,4.2923,2,7,3,2020,0.7584163929447201,10.601538470443169,short,1,0,winter,short,0,medium
2020-03-18 07:39:46.489,2020-03-18 07:51:19.606,Søndre gate,385.0,OsloMet,400.0,59.918632,10.757867,59.919927,10.735428,11.55195,2,7,3,2020,2.4948734590085246,12.958193858224064,medium,1,0,winter,medium,0,medium
2020-03-18 08:06:57.696,2020-03-18 08:10:27.700,Hallings gate,578.0,Alexander Kiellands Plass,421.0,59.922777,10.738655,59.92806670615684,10.751202636819611,3.5000666666666667,2,8,3,2020,1.511493080991814,25.91081642049928,short,1,0,winter,short,0,fast
2020-03-18 08:15:29.778,2020-03-18 08:18:30.198,Alexander Kiellands Plass,421.0,Ringnes Park,398.0,59.92806670615684,10.751202636819611,59.92843404417577,10.75943014633117,3.007,2,8,3,2020,0.9141633435222052,18.24070522491929,short,1,0,winter,short,0,medium
2020-03-18 08:25:55.214,2020-03-18 08:32:26.929,Olaf Ryes plass,551.0,Bjerregaards gate,499.0,59.922425,10.758182,59.925488,10.746058,6.528583333333333,2,8,3,2020,1.388047543762585,12.756650007136072,short,1,0,winter,short,0,medium
2020-03-18 08:44:13.042,2020-03-18 08:49:02.840,Fagerheimgata,503.0,Anker Hotel,500.0,59.92760586837719,10.76598469881135,59.9172794,10.7581553,4.8299666666666665,2,8,3,2020,1.438447945985045,17.869041903485055,short,1,0,winter,short,0,medium
2020-03-18 08:44:16.168,2020-03-18 08:49:04.386,Fagerheimgata,503.0,Anker Hotel,500.0,59.92760586837719,10.76598469881135,59.9172794,10.7581553,4.803633333333334,2,8,3,2020,1.438447945985045,17.966999304506178,short,1,0,winter,short,0,medium
2020-03-18 09:43:23.073,2020-03-18 09:57:25.212,Mølleparken,439.0,Ringnes Park,398.0,59.9283928,10.7559693,59.92843404417577,10.75943014633117,14.03565,2,9,3,2020,0.3841812212610618,1.642308925889696,medium,1,0,winter,short,0,slow
2020-03-18 09:56:12.329,2020-03-18 10:42:34.829,Uelands gate,399.0,Ringnes Park,398.0,59.929545,10.7489862,59.92843404417577,10.75943014633117,46.375,2,9,3,2020,1.1658183563825368,1.5083364179612335,long,1,0,winter,short,0,slow
2020-03-18 10:13:46.299,2020-03-18 10:18:38.138,Uelands gate,399.0,Jakob kirke,412.0,59.929545,10.7489862,59.917866,10.754898,4.8639833333333335,2,10,3,2020,1.452991357777989,17.923474545899484,short,0,0,winter,short,0,medium
2020-03-18 10:16:14.719,2020-03-18 10:21:58.726,Mølleparken,439.0,Torggata,489.0,59.9283928,10.7559693,59.91598309274519,10.75155119076095,5.73345,2,10,3,2020,1.462171798657138,15.301486525465169,short,0,0,winter,short,0,medium
2020-03-18 10:47:35.908,2020-03-18 11:05:40.288,Hallings gate,578.0,Ringnes Park,398.0,59.922777,10.738655,59.92843404417577,10.75943014633117,18.073,2,10,3,2020,2.390005165006067,7.934505057287889,medium,0,0,winter,medium,0,slow
2020-03-18 11:24:55.601,2020-03-18 11:29:38.507,Birkelunden,424.0,Jakob kirke,412.0,59.9256113,10.760926,59.917866,10.754898,4.7151000000000005,2,11,3,2020,1.0894210689560588,13.862964547382564,short,0,0,winter,short,0,medium
2020-03-18 11:25:03.109,2020-03-18 12:00:40.756,Schous plass,423.0,St. Hanshaugen park sør,432.0,59.920335,10.760804,59.924821,10.739909,35.62745,2,11,3,2020,2.372195491088521,3.995001872581712,long,0,0,winter,medium,0,slow
2020-03-18 11:29:43.066,2020-03-18 11:59:13.822,Jakob kirke,412.0,Birkelunden,424.0,59.917866,10.754898,59.9256113,10.760926,29.512600000000003,2,11,3,2020,1.0894210689560588,2.214825672335325,medium,0,0,winter,short,0,slow
2020-03-18 11:56:44.101,2020-03-18 12:02:21.711,Bjerregaards gate,499.0,Mølleparken,439.0,59.925488,10.746058,59.9283928,10.7559693,5.626833333333334,2,11,3,2020,1.1464302832375806,12.224605372042562,short,0,0,winter,short,0,medium
2020-03-18 11:57:38.630,2020-03-18 12:04:52.487,Torggata,489.0,Sofienbergparken sør,455.0,59.91598309274519,10.75155119076095,59.922337,10.7617503,7.230950000000001,2,11,3,2020,1.333820851304565,11.067598459161506,short,0,0,winter,short,0,medium
2020-03-18 12:03:07.459,2020-03-18 12:11:07.852,Alexander Kiellands Plass,421.0,Bislettgata,620.0,59.92806670615684,10.751202636819611,59.92377440938114,10.734712874574,8.006549999999999,2,12,3,2020,1.8913568476014613,14.173571745144624,short,0,0,winter,short,0,medium
2020-03-18 12:15:04.091,2020-03-18 12:18:42.116,Vulkan,442.0,Bjerregaardsgate Øst,617.0,59.92251,10.75101,59.92716771401357,10.749754560118864,3.63375,2,12,3,2020,0.5354577082066538,8.841406946652695,short,0,0,winter,short,0,slow
2020-03-18 12:23:40.997,2020-03-18 12:43:33.938,Ringnes Park,398.0,Mølleparken,439.0,59.92843404417577,10.75943014633117,59.9283928,10.7559693,19.88235,2,12,3,2020,0.3841812212610618,1.1593636202794797,medium,0,0,winter,short,0,slow
2020-03-18 12:37:26.270,2020-03-18 12:42:13.146,Bjerregaardsgate Øst,617.0,Jakob kirke,412.0,59.92716771401357,10.749754560118864,59.917866,10.754898,4.781266666666666,2,12,3,2020,1.1798253514991233,14.805599859858768,short,0,0,winter,short,0,medium
2020-03-18 12:47:06.400,2020-03-18 13:26:17.475,Jens Bjelkes gate,507.0,Schous plass,423.0,59.919179,10.764162,59.920335,10.760804,39.18458333333333,2,12,3,2020,0.3942063070272762,0.6036143914159244,long,0,0,winter,short,0,slow
2020-03-18 12:47:19.832,2020-03-18 13:25:11.266,Jens Bjelkes gate,507.0,Schous plass,423.0,59.919179,10.764162,59.920335,10.760804,37.85723333333333,2,12,3,2020,0.3942063070272762,0.6247783141831083,long,0,0,winter,short,0,slow
2020-03-18 13:16:51.920,2020-03-18 13:21:04.440,Vår Frelsers gravlund sør,384.0,Søndre gate,385.0,59.919463,10.743829,59.918632,10.757867,4.208666666666667,2,13,3,2020,1.5609457830446023,22.25330595184765,short,0,0,winter,short,0,fast
2020-03-18 13:27:46.020,2020-03-18 13:35:36.785,Uelands gate,399.0,Bislettgata,620.0,59.929545,10.7489862,59.92377440938114,10.734712874574,7.846083333333333,2,13,3,2020,1.7089225425267114,13.068348651866984,short,0,0,winter,short,0,medium
2020-03-18 14:11:26.586,2020-03-18 14:21:35.993,Jakob kirke,412.0,Fagerheimgata,503.0,59.917866,10.754898,59.92760586837719,10.76598469881135,10.156783333333331,2,14,3,2020,1.638067909118194,9.676693035730633,medium,0,0,winter,short,0,slow
2020-03-18 14:20:18.640,2020-03-18 14:27:35.309,Alexander Kiellands Plass,421.0,Schous plass,423.0,59.92806670615684,10.751202636819611,59.920335,10.760804,7.277816666666666,2,14,3,2020,1.3683443905939072,11.280946909760177,short,0,0,winter,short,0,medium
2020-03-18 14:28:27.114,2020-03-18 14:32:36.425,St. Hanshaugen,422.0,Alexander Kiellands Plass,421.0,59.923703,10.740542,59.92806670615684,10.751202636819611,4.1551833333333335,2,14,3,2020,1.2786270573575278,18.463113968044333,short,0,0,winter,short,0,medium
2020-03-18 14:49:17.872,2020-03-18 14:54:13.694,Anker Hotel,500.0,Olaf Ryes plass,551.0,59.9172794,10.7581553,59.922425,10.758182,4.930366666666667,2,14,3,2020,0.5711692891184638,6.950833409369382,short,0,0,winter,short,0,slow
